parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.20784890021764,1.2461731557777966e-07
cy0,min,2,17.598546950732242,2.7831035254166636e-08
cy0,min,3,-17.623982819778295,2.0281080992390343e-07
cy0,min,4,-33.196329506831184,-1.4077747323426593e-07
cy0,min,5,-9.85791787098068,5.521067336644592e-08
cy0,min,6,-28.570504377906623,-7.99944572804634e-08
cy0,min,7,3.666539256782677,6.229875237906413e-08
cy0,min,8,-31.151625412398428,-7.205813545851925e-08
cy0,min,9,-3.767378634419939,2.9380853305838173e-10
cy0,min,10,-16.418331900645573,-4.25459418806895e-08
cy0,min,11,-4.492623273179333,-3.252084468385874e-08
cy0,min,12,-27.557095486243057,1.6358438159613797e-08
cy0,min,13,-3.605985661320832,-3.52272810921761e-08
cy0,min,14,-30.434343600894916,-1.3900837814162514e-08
cy0,min,15,19.327266405012725,-1.2545566363542093e-08
cy0,min,16,-38.76723768549093,-1.9949361274029798e-08
cy0,min,17,-0.2788765331385431,-1.4288855654243093e-09
cy0,min,18,-30.411670974296573,4.1455933796896716e-08
cy0,min,19,-2.282549780185658,2.319094991598547e-07
cy0,min,20,-33.791060269091766,3.4711738550186055e-07
cy0,min,21,-2.9112725287863626,-5.731993368840449e-08
cy0,min,22,-36.09013868727171,-8.614620128355455e-10
cy0,min,23,-2.742555001544962,2.7714091732633506e-07
cy0,min,24,-38.35574654012271,1.202259696242436e-07
cy0,min,25,-2.335004377233818,4.1694285934923414e-07
cy0,min,26,-40.25444834397171,9.712154991348143e-08
cy0,min,27,-1.5655121518855828,1.927976747140292e-07
cy0,min,28,-41.87388130636235,8.250176506408025e-07
cy0,min,29,-0.4900236668400059,2.552824344692617e-07
cy0,min,30,-43.21539832351874,1.0296606944848463e-07
cy0,min,31,0.875602410453733,-3.2033550034782365e-08
cy0,min,32,-43.27713110658217,1.9601898060273015e-07
cy0,min,33,2.6737167088082225,5.675482790401531e-07
cy0,min,34,-44.36269086222514,-1.268612379590195e-07
cy0,min,35,128.6132056993175,5.599006840384391e-07
cy0,min,36,-78.16632011143506,1.2475229027586465e-07
cy0,min,37,25.356033117455674,3.455461339285648e-08
cy0,min,38,-22.797888408474044,7.438602480647205e-07
cy0,min,39,16.27604992839631,-1.6723866025358802e-07
cy0,min,40,-29.456428535459334,-2.103350560389572e-07
cy0,min,41,13.667477230498115,-1.5058536462220218e-07
cy0,min,42,-31.947655504232586,-2.2717676984029822e-07
cy0,min,43,13.801416807672165,-7.210303465399193e-09
cy0,min,44,-32.39612630275296,-8.711954535556288e-08
cy0,min,45,15.174226202602036,3.219677662258391e-07
cy0,min,46,-31.817358636004215,3.341211396445942e-07
cy0,min,47,17.075748154772942,9.796281119633932e-08
cy0,min,48,-30.68599852961891,1.457130487381164e-07
cy0,min,49,19.16549825200134,5.072241329173721e-07
cy0,min,50,-29.235262918695923,1.2433694607238976e-07
cy0,min,total,-827.1208774055324,5.637669232783082e-06
cy0,max,1,-224.20784929838817,-2.7355321208233363e-07
cy0,max,2,17.598546779720245,-1.431809621976754e-07
cy0,max,3,-17.623982929842093,9.274701184835976e-08
cy0,max,4,-33.19632937038469,-4.330978242705896e-09
cy0,max,5,-9.857917731023688,1.9516766514016126e-07
cy0,max,6,-28.57050436422566,-6.631349336316816e-08
cy0,max,7,3.666539294339794,9.985586935101765e-08
cy0,max,8,-31.151625375811133,-3.5470840487050737e-08
cy0,max,9,-3.7673785988925053,3.582124241674478e-08
cy0,max,10,-16.418331827982172,3.0117458749145953e-08
cy0,max,11,-4.492623215451763,2.520672559569448e-08
cy0,max,12,-27.557095491326763,1.1274732258925724e-08
cy0,max,13,-3.6059856050878576,2.100569318486123e-08
cy0,max,14,-30.43434358694541,4.866862468588806e-11
cy0,max,15,19.3272664433635,2.5805206860241015e-08
cy0,max,16,-38.7672376659513,-4.0972736314870417e-10
cy0,max,17,-0.2788765216999134,1.000974414466782e-08
cy0,max,18,-30.41167101939088,-3.63837315831006e-09
cy0,max,19,-2.2825497608654275,2.5122972946434174e-07
cy0,max,20,-33.79106071015808,-9.394892686032108e-08
cy0,max,21,-2.9112722651343796,2.0633204922404502e-07
cy0,max,22,-36.09013858860964,9.780060850062e-08
cy0,max,23,-2.7425547040551717,5.746307074616652e-07
cy0,max,24,-38.35574743963684,-7.79288164665104e-07
cy0,max,25,-2.3350055964039385,-8.022272610652692e-07
cy0,max,26,-40.254448132455025,3.08638234969294e-07
cy0,max,27,-1.5655119873548333,3.5732842418312316e-07
cy0,max,28,-41.87388110009407,1.0312859330952051e-06
cy0,max,29,-0.49002351888790585,4.0323453454060854e-07
cy0,max,30,-43.215398137161955,2.8932285545124614e-07
cy0,max,31,0.8756025458146808,1.0332739774909783e-07
cy0,max,32,-43.277130939118024,3.634831244880843e-07
cy0,max,33,2.6737154752638403,-6.659961031552086e-07
cy0,max,34,-44.362690693899616,4.1464289779469254e-08
cy0,max,35,128.6132059578846,8.184677824374376e-07
