parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.1868173227744,7.891702580309357e-08
cy0,min,2,17.600167063803603,2.1304991548731778e-07
cy0,min,3,-17.606615174518122,-4.3308741481951074e-08
cy0,min,4,-33.17155352016085,1.4135635950651704e-07
cy0,min,5,-9.769523647410148,-1.3962498712771776e-07
cy0,min,6,-28.55345606456406,6.633466398398014e-08
cy0,min,7,3.6833888561048993,-1.902369692885486e-07
cy0,min,8,-31.235316128161763,-5.2819711271467895e-08
cy0,min,9,-3.8317263646239583,-8.691132080684838e-08
cy0,min,10,-16.582211868490987,-1.6602701435886047e-08
cy0,min,11,-4.63797762547446,-5.193292995642196e-08
cy0,min,12,-27.773164337758377,1.7528687834555967e-08
cy0,min,13,-3.7887792925653905,-1.042206951851199e-07
cy0,min,14,-30.687123870620518,-1.162057081671719e-07
cy0,min,15,19.126497512671225,-1.9067460499400113e-07
cy0,min,16,-39.036262570990345,3.681837412727873e-07
cy0,min,17,-0.4647293322239232,-7.398145296377834e-08
cy0,min,18,-30.68991225458489,5.885671718885988e-07
cy0,min,19,-2.5152428545224392,1.5563756403658147e-06
cy0,min,20,-34.09493373044308,-2.0676626633076012e-07
cy0,min,21,-3.146431789729025,1.8812218671726555e-07
cy0,min,22,-36.38964297544492,-6.191963564106118e-08
cy0,min,23,-2.9689707825642735,3.4647246316410474e-07
cy0,min,24,-38.65669933536509,-2.2448007541697734e-07
cy0,min,25,-2.560411241771317,7.077814574429908e-07
cy0,min,26,-40.56197557082589,-2.125420976994974e-07
cy0,min,27,-1.7953614145819115,9.316698792449785e-07
cy0,min,28,-42.19352185417893,-2.991903045312938e-07
cy0,min,29,-0.7290587468088512,7.363081844236063e-07
cy0,min,30,-43.55104871432589,1.5389749563610167e-07
cy0,min,31,0.6244216467047004,5.595354104492856e-07
cy0,min,32,-43.616348445829,-2.5306730577767667e-07
cy0,min,33,2.4155305574993333,-2.821470306280105e-07
cy0,min,34,-44.723207158987506,3.5447590107651195e-07
cy0,min,35,128.341405680452,-1.1546646305760078e-07
cy0,min,36,-78.55916728558533,-1.4148998701557502e-06
cy0,min,37,25.180541606686035,2.804829328795222e-07
cy0,min,38,-23.207007393085533,8.089050815840437e-07
cy0,min,39,15.870946122885792,9.391494533161904e-07
cy0,min,40,-29.957128031170086,1.230052522060987e-06
cy0,min,41,13.280102468802198,1.6030111815723558e-07
cy0,min,42,-32.38762473376657,4.060641742853477e-07
cy0,min,43,13.489775439751249,7.356922360202134e-08
cy0,min,44,-32.768161543770255,3.8817487535425244e-07
cy0,min,45,14.921493605235161,-3.2162720486894614e-07
cy0,min,46,-32.14589523443939,3.5896015049274865e-08
cy0,min,47,16.85702052123871,2.8412717156811595e-07
cy0,min,48,-30.992067802916555,3.772281047531578e-07
cy0,min,49,18.96381094266176,-4.500102690485619e-08
cy0,min,50,-29.530951877369308,2.843619490988658e-07
cy0,min,total,-838.7109258679067,7.773261813781573e-06
cy0,max,1,-224.18681765809782,-2.564063947829709e-07
cy0,max,2,17.600166489544932,-3.6120875535061714e-07
cy0,max,3,-17.606615114081073,1.7128307661096187e-08
cy0,max,4,-33.17155348595066,1.7556654796635485e-07
cy0,max,5,-9.769523509380948,-1.5957866139615362e-09
cy0,max,6,-28.553455932226143,1.9867258060912718e-07
cy0,max,7,3.6833890382939716,-8.047897015472927e-09
cy0,max,8,-31.23531600026041,7.50816404604393e-08
cy0,max,9,-3.83172625307993,2.4632707429361744e-08
cy0,max,10,-16.582211870429823,-1.854153808267256e-08
cy0,max,11,-4.637977528271509,4.527002062104657e-08
cy0,max,12,-27.773164272551774,8.273529061852969e-08
cy0,max,13,-3.7887792453859963,-5.7041301015914314e-08
cy0,max,14,-30.687124322070765,-5.676559560185979e-07
cy0,max,15,19.12649798311538,2.7976955152553273e-07
cy0,max,16,-39.03626257866562,3.6050846574653406e-07
cy0,max,17,-0.4647293949661533,-1.3672368304185056e-07
cy0,max,18,-30.689912327023308,5.161287539579007e-07
cy0,max,19,-2.5152428474424475,1.5634556320698323e-06
