parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.12221647060866,3.187275865457195e-08
cy0,min,2,17.574859024173094,1.9335850254265097e-08
cy0,min,3,-18.105740071859064,1.0686844831298004e-07
cy0,min,4,-34.8957654738671,-1.1218012474500938e-07
cy0,min,5,-11.70773912099343,9.21384302188244e-08
cy0,min,6,-30.778680501362825,-2.5915170454027248e-08
cy0,min,7,1.8143142559014205,8.390568284610822e-08
cy0,min,8,-33.30335267256981,-4.693023925028683e-08
cy0,min,9,-5.438573879065196,-1.4022570127281142e-07
cy0,min,10,-18.14700773285357,-9.588191574039229e-09
cy0,min,11,-5.771663098481959,-3.796929171073771e-08
cy0,min,12,-28.97957285781392,1.1299777114004428e-07
cy0,min,13,-4.567412140446937,8.312857069370239e-08
cy0,min,14,-31.676710621171907,-7.318305961234728e-09
cy0,min,15,18.44778443991961,-2.8229454329675718e-08
cy0,min,16,-40.34401461177572,6.218333510332741e-07
cy0,min,17,-1.4439932892009557,4.6739245207483293e-07
cy0,min,18,-31.71103267835307,-6.464959767527034e-08
cy0,min,19,-3.0825844798261146,2.5009672421916207e-07
cy0,min,20,-34.973637514528946,1.182218056783313e-08
cy0,min,21,-3.7255661901346553,-4.384461549378216e-08
cy0,min,22,-37.381345929974884,-1.1357637674791476e-07
cy0,min,23,-3.6747548673388795,6.774707861367801e-07
cy0,min,24,-39.81986330549628,-6.757409920510327e-08
cy0,min,25,-3.4157069323051195,-8.913565441304172e-09
cy0,min,26,-41.8936394469728,-1.077802664894989e-07
cy0,min,27,-2.7819071920152862,6.154687648418644e-08
cy0,min,28,-43.6671316643196,1.409234116067637e-07
cy0,min,29,-1.8178910337482486,-1.4287528093959168e-07
cy0,min,30,-45.138436938549184,3.3687093292655845e-07
cy0,min,31,-0.5406908864846429,4.6035146195055887e-07
cy0,min,32,-45.238319857618194,3.5737444648020755e-07
cy0,min,33,1.251959019552634,3.3039896152331494e-07
cy0,min,34,-46.38580191669543,3.5687390465000135e-07
cy0,min,35,127.14632644082397,3.003110435884082e-07
cy0,min,36,-81.89441360360138,2.577994564489927e-07
cy0,min,37,22.58587549459181,8.755132192561632e-07
cy0,min,38,-24.60483207775266,2.8258816087145533e-07
cy0,min,39,15.848079059050105,-1.7576702759924956e-07
cy0,min,40,-30.06818614683317,2.991904395344136e-07
cy0,min,41,13.638860340077398,1.9086938252144137e-07
cy0,min,42,-32.61696007316726,2.2680821132325946e-07
cy0,min,43,13.525054862548371,-5.248812939839809e-08
cy0,min,44,-33.398088081368755,-1.85925543405574e-07
cy0,min,45,14.582080085662229,1.7670922680679269e-07
cy0,min,46,-33.10845769689375,1.0602564515238555e-07
cy0,min,47,16.257925243240027,4.365451005128307e-07
cy0,min,48,-32.157893693527825,-3.9894423764508247e-08
cy0,min,49,18.22544419075936,1.6379588174686432e-07
cy0,min,50,-30.792207896320335,-1.8114355526677173e-07
cy0,min,total,-892.2732301895974,6.3265698599934694e-06
cy0,max,1,-224.12221666084562,-1.5836420175219246e-07
cy0,max,2,17.57485892616523,-7.867201290423509e-08
cy0,max,3,-18.105740186716083,-7.988571582018267e-09
cy0,max,4,-34.895765139388644,2.2229833263054388e-07
cy0,max,5,-11.707739312463385,-9.933152433916348e-08
cy0,max,6,-30.77868042359384,5.185381368733033e-08
cy0,max,7,1.8143140833252507,-8.867048695293533e-08
cy0,max,8,-33.30335263056811,-4.928537578052783e-09
cy0,max,9,-5.438573743178205,-4.3387107240278056e-09
cy0,max,10,-18.147007827774083,-1.0450870391309763e-07
cy0,max,11,-5.7716630181517505,4.236091655229757e-08
cy0,max,12,-28.979572914252,5.655969204099165e-08
