parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.15624242806473,3.860165520563896e-08
cy0,min,2,17.591855206943194,7.979753036124748e-08
cy0,min,3,-17.80053227013744,1.177992565715158e-07
cy0,min,4,-33.83602908279133,-6.635074356609039e-08
cy0,min,5,-10.47333905086715,5.4894588430443036e-08
cy0,min,6,-29.352570393051888,1.96779907923883e-08
cy0,min,7,3.0424184874383906,2.8183309463969408e-08
cy0,min,8,-31.967367341242923,-9.920415777742164e-08
cy0,min,9,-4.377765242825952,-2.2819093281611913e-08
cy0,min,10,-17.134776561077754,4.254602004039043e-09
cy0,min,11,-5.030138259194794,2.6488117477185824e-08
cy0,min,12,-28.219715118074845,-4.7352255450050507e-08
cy0,min,13,-4.0740097689534585,7.567881432635204e-09
cy0,min,14,-31.08231193826659,2.1255797122421427e-08
cy0,min,15,18.851963907186498,-5.718042572766535e-08
cy0,min,16,-39.5802643097654,-1.3027919010255573e-07
cy0,min,17,-0.8633183629330865,3.464806577202495e-07
cy0,min,18,-31.12073600348713,-1.791671984108234e-07
cy0,min,19,-2.7678746501970983,1.3327268622020938e-07
cy0,min,20,-34.49249430094242,-2.6798090857482748e-08
cy0,min,21,-3.419989220672004,3.685953164911382e-07
cy0,min,22,-36.841367057073604,3.011385985018933e-08
cy0,min,23,-3.29583598957737,5.996611340819413e-08
cy0,min,24,-39.177826897029774,2.09293432362756e-07
cy0,min,25,-2.945069615218745,2.1907531788656343e-07
cy0,min,26,-41.14779984218926,-1.0646268577829687e-07
cy0,min,27,-2.2286041342649066,2.64327403520781e-07
cy0,min,28,-42.83327858609777,-2.3656560443896524e-07
cy0,min,29,-1.2002665940571098,4.660088617214342e-07
cy0,min,30,-44.23507998764015,-2.4555979649676374e-07
cy0,min,31,0.12374662423663929,2.4986316027320044e-07
cy0,min,32,-44.311717317565076,4.113719640486124e-07
cy0,min,33,1.9166140834759111,5.734219419295528e-07
cy0,min,34,-45.439526219759436,3.6809765902034997e-08
cy0,min,35,127.82499180984769,-7.942479385292245e-08
cy0,min,36,-79.94511938380109,2.809699140016164e-08
cy0,min,37,24.16075267665792,-4.932197228413315e-08
cy0,min,38,-23.772138872879896,-1.0059410016083348e-07
cy0,min,39,15.812647311994363,5.136538305805516e-08
cy0,min,40,-30.110109563278144,2.2273058419841618e-07
cy0,min,41,13.300017642871236,6.250239330540808e-07
cy0,min,42,-32.630413129110146,-6.128924638915123e-07
cy0,min,43,13.365704166821272,8.658955046314532e-07
cy0,min,44,-33.166773165882596,3.049579859748519e-07
cy0,min,45,14.66407721997907,-1.427892559746624e-07
cy0,min,46,-32.65571036676535,5.132093008342054e-07
cy0,min,47,16.519350368840012,3.878366925391674e-07
cy0,min,48,-31.561037979678588,-1.1842868019584785e-08
cy0,min,49,18.590207994660705,1.197546701803276e-07
cy0,min,50,-30.121752467203947,5.740224651162862e-08
cy0,min,total,-861.604553970666,4.728789917862741e-06
