parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.2172796055511,1.5903836469988164e-07
cy0,min,2,17.60123460938053,1.9883952262489402e-07
cy0,min,3,-17.56429012323885,2.5184481344808773e-07
cy0,min,4,-32.99327562739802,-1.6376667133499723e-07
cy0,min,5,-9.64647875462156,-3.289134120620929e-08
cy0,min,6,-28.331438534069306,-1.437382799451825e-07
cy0,min,7,3.8552886010737426,-1.3290305611590725e-07
cy0,min,8,-30.934445085229108,-3.732558084834636e-08
cy0,min,9,-3.6081947537022354,4.376733864219773e-08
cy0,min,10,-16.256003661387584,-3.326027062655612e-07
cy0,min,11,-4.379438453918187,-7.025856341158487e-08
cy0,min,12,-27.425820731238847,-8.485307745331738e-08
cy0,min,13,-3.5243049471399943,2.155691758431999e-08
cy0,min,14,-30.317479521323538,2.8967923881850766e-07
cy0,min,15,19.406616470226556,1.2875904076281586e-07
cy0,min,16,-38.60406299687704,5.856588813912822e-08
cy0,min,17,-0.16219821984320915,-1.5732185298933388e-07
cy0,min,18,-30.284489273122535,-8.783650429222689e-08
cy0,min,19,-2.2105479876451923,1.0847567417648918e-06
cy0,min,20,-33.67327413664353,-1.2091271628378308e-07
cy0,min,21,-2.8324483207149664,-2.555278064697575e-07
cy0,min,22,-35.955761048895106,1.0954924007933187e-06
cy0,min,23,-2.6478564345985043,-1.5249660201277493e-07
cy0,min,24,-38.20071844728555,-1.7164555998760989e-07
cy0,min,25,-2.223465802985277,2.3602337195782752e-07
cy0,min,26,-40.08048438372541,2.3430394691104084e-07
cy0,min,27,-1.4400918570480912,-1.765911632478634e-07
cy0,min,28,-41.684305443513615,7.250525229096638e-07
cy0,min,29,-0.35393681979372743,-2.0835502995142363e-07
cy0,min,30,-43.0130968401489,2.862581922613572e-07
cy0,min,31,1.0198389723863897,9.363409421148106e-07
cy0,min,32,-43.072156593966454,-1.6802913194169378e-07
cy0,min,33,2.816700048559081,7.663396406343281e-08
cy0,min,34,-44.151765893629225,1.574776362645025e-07
cy0,min,35,128.76098442552242,-1.6600944263700512e-07
cy0,min,36,-77.7498752526514,3.7191078661180654e-07
cy0,min,37,25.653464497335808,4.999762737156743e-08
cy0,min,38,-22.63954884001828,4.852367929686352e-07
cy0,min,39,16.28088438752239,6.336365103720709e-07
cy0,min,40,-29.418010157242666,7.985576537805628e-07
cy0,min,41,13.653473069194927,8.031798977015114e-07
cy0,min,42,-31.87879010696347,1.1248430382693186e-06
cy0,min,43,13.832422491325362,6.943068875386871e-07
cy0,min,44,-32.27995742114688,1.2286170800734908e-06
cy0,min,45,15.24481812565067,-2.472937055131297e-07
cy0,min,46,-31.66870075659192,-8.118359318132207e-09
cy0,min,47,17.169254759021026,6.3898157165454e-07
cy0,min,48,-30.52075374953513,-1.9528108552435697e-07
cy0,min,49,19.268641748215803,-2.2860427506543601e-07
cy0,min,50,-29.064461874535947,-3.491497935215193e-07
cy0,min,total,-820.4455862525257,9.122146366280504e-06
cy0,max,1,-224.21727992640132,-1.6181184037122875e-07
cy0,max,2,17.601234151134875,-2.594061321303798e-07
cy0,max,3,-17.564290250417223,1.2466644250253012e-07
cy0,max,4,-32.99327552649559,-6.286423825940801e-08
cy0,max,5,-9.646478721429226,3.0099300829533604e-10
cy0,max,6,-28.331438391686632,-1.3556054057062283e-09
cy0,max,7,3.8552887404947445,6.517945738693243e-09
cy0,max,8,-30.934444949203485,9.870004191725457e-08
cy0,max,9,-3.6081946916685386,1.0580103548818443e-07
cy0,max,10,-16.25600349108953,-1.623046514964699e-07
cy0,max,11,-4.379438289639574,9.402004952363541e-08
cy0,max,12,-27.42582060424611,4.213966064980923e-08
cy0,max,13,-3.5243048845583984,8.413851348976209e-08
cy0,max,14,-30.31747975232389,5.867888575039615e-08
cy0,max,15,19.406616326924755,-1.4542759885216583e-08
cy0,max,16,-38.60406370022031,-6.447773799322931e-07
cy0,max,17,-0.16219785693931588,2.0558204028020555e-07
cy0,max,18,-30.28448960522892,-4.199428893514323e-07
cy0,max,19,-2.210548012803204,1.0595987300909826e-06
cy0,max,20,-33.6732739931223,2.2608510619193112e-08
cy0,max,21,-2.832447968231172,9.695598812697881e-08
cy0,max,22,-35.95576244132187,-2.969343668723923e-07
cy0,max,23,-2.6478585860026156,-2.3039007133185407e-06
cy0,max,24,-38.20071809015642,1.854835716130765e-07
cy0,max,25,-2.223468441324423,-2.402315773863961e-06
cy0,max,26,-40.080485922550885,-1.3045215254692266e-06
cy0,max,27,-1.440093332600242,-1.652143314156973e-06
cy0,max,28,-41.68430502669357,1.1418725662792895e-06
cy0,max,29,-0.3539383075147713,-1.6960760738093938e-06
cy0,max,30,-43.013096136181964,9.902251250082372e-07
cy0,max,31,1.0198383018363697,2.657909221603916e-07
cy0,max,32,-43.07215799132728,-1.5653899581025144e-06
cy0,max,33,2.8166984093721776,-1.5625529394824866e-06
cy0,max,34,-44.15176598566085,6.544600950064705e-08
cy0,max,35,128.76098425392368,-3.376081849637558e-07
cy0,max,36,-77.7498756734361,-4.8873900482249155e-08
cy0,max,37,25.653464122752666,-3.245855140221465e-07
cy0,max,38,-22.639549988919185,-6.636641138868526e-07
cy0,max,39,16.28088334204539,-4.1184049237585896e-07
cy0,max,40,-29.418010380184047,5.756162728687286e-07
cy0,max,41,13.653472443640336,1.7762530646336927e-07
cy0,max,42,-31.878791370008017,-1.3820150712717805e-07
cy0,max,43,13.8324221565735,3.595550257529112e-07
cy0,max,44,-32.279958391037624,2.587263381315097e-07
cy0,max,45,15.244817309579732,-1.063364644338094e-06
cy0,max,46,-31.66869994853819,7.999353712762058e-07
cy0,max,47,17.169255513788823,1.3937493683613411e-06
cy0,max,48,-30.520753549361913,4.892132920986114e-09
cy0,max,49,19.268641698888594,-2.779314840495317e-07
cy0,max,50,-29.06446178339642,-2.580102673732654e-07
cy0,max,total,-820.4456051909654,-9.81629329999123e-06
clay,min,1,-224.34062153669623,-0.12334177210675534
clay,min,2,17.611902156911288,0.010667746370280895
clay,min,3,-17.312218917801875,0.25207145728179015
clay,min,4,-32.02424439920312,0.9690310644282292
clay,min,5,-8.877349528063034,0.7691291936671849
clay,min,6,-27.171987308225056,1.1594510821059707
clay,min,7,4.74019100261721,0.8849022686404111
clay,min,8,-29.546064548790444,1.388380499113083
clay,min,9,-2.6026442032284387,1.0055505942411354
clay,min,10,-14.879880223892869,1.3761231048920095
clay,min,11,-3.3325228116199197,1.0469155720397039
clay,min,12,-26.030879543548128,1.3949411028376417
clay,min,13,-2.5122359134993855,1.0120690551975264
clay,min,14,-28.869113010823252,1.4483668001795245
clay,min,15,20.467837757381382,1.0612214159138667
clay,min,16,-36.85892024126218,1.7451428141807455
clay,min,17,1.0326530060387276,1.1948510685600837
clay,min,18,-28.703661784940625,1.580827400345406
