parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.16431148043205,1.275806766898313e-07
cy0,min,2,17.59468476398306,-1.5393235131000438e-07
cy0,min,3,-17.737680246480043,2.2673504318504456e-07
cy0,min,4,-33.621651169700314,4.461475100470125e-08
cy0,min,5,-10.237637333483505,7.142902269663409e-08
cy0,min,6,-29.08864234702344,-1.488554346451565e-08
cy0,min,7,3.2579645588228323,-4.735041070347279e-08
cy0,min,8,-31.7301700608281,1.6261179069942955e-08
cy0,min,9,-4.198245973375529,-1.0736485922535621e-07
cy0,min,10,-16.96154181906513,-2.5078218612861747e-08
cy0,min,11,-4.907929986347958,-5.506823086420809e-08
cy0,min,12,-28.087116222275117,-4.232269645854103e-09
cy0,min,13,-3.9914944669984584,-2.5138345627340186e-08
cy0,min,14,-30.971672013021777,-5.577226502850863e-08
cy0,min,15,18.927230664632972,2.585320046932793e-08
cy0,min,16,-39.425408337266504,-6.483674042101484e-09
cy0,min,17,-0.7478657647426691,-4.425395594420678e-08
cy0,min,18,-31.00185400822967,4.0774279597144414e-07
cy0,min,19,-2.7029508359697796,4.91427320170601e-07
cy0,min,20,-34.38793993113473,-1.1950294975804354e-07
cy0,min,21,-3.350109798710323,-7.18387820342059e-08
cy0,min,22,-36.720133765951495,-5.328544006033553e-08
cy0,min,23,-3.208582970235941,-1.2381334757449736e-07
cy0,min,24,-39.03449712591933,4.320871056506803e-07
cy0,min,25,-2.8389559681355285,-7.650949651605288e-09
cy0,min,26,-40.983824869351054,3.750662287416162e-07
cy0,min,27,-2.1067229239469207,-1.6176276007584534e-07
cy0,min,28,-42.652435844885055,1.6329486385302516e-07
cy0,min,29,-1.066410702657588,3.003468491691308e-07
cy0,min,30,-44.04086355613519,-7.310319460884784e-09
cy0,min,31,0.26648751030084494,7.607794361152997e-08
cy0,min,32,-44.11378753446655,3.441237979018297e-07
cy0,min,33,2.0585722147198675,-4.877489558907655e-07
cy0,min,34,-45.236572584619005,2.0622890417598683e-07
cy0,min,35,127.97134647854448,3.4453952935109555e-07
cy0,min,36,-79.53207898102397,7.065676754791639e-08
cy0,min,37,24.478459126639095,6.634815683526085e-07
cy0,min,38,-23.61415359244716,-1.5784439355570612e-07
cy0,min,39,15.80565433158544,-2.3273581462035509e-07
cy0,min,40,-30.099443512039677,-1.0479034528998454e-08
cy0,min,41,13.260872170701914,2.2618790218587037e-07
cy0,min,42,-32.59231475202441,2.0638039899267824e-07
cy0,min,43,13.37537527668361,3.4759816536222843e-07
cy0,min,44,-33.0743712128307,2.2518676701110962e-08
cy0,min,45,14.721700305323212,1.8503673437919588e-07
cy0,min,46,-32.52279988328482,-1.123564530303156e-07
cy0,min,47,16.60718150140327,2.1113820736218258e-07
cy0,min,48,-31.405561945644912,3.275046296380424e-07
cy0,min,49,18.69257395759314,-1.6789236667591467e-08
cy0,min,50,-29.95703895505109,2.3303683960307353e-07
cy0,min,total,-855.0966696148018,4.044270440317632e-06
cy0,max,1,-224.16431186771578,-2.597030572815129e-07
cy0,max,2,17.59468469143825,-2.2647716235724147e-07
cy0,max,3,-17.737680293973334,1.7924175210737303e-07
cy0,max,4,-33.621651211870805,2.444259905587387e-09
cy0,max,5,-10.237637381375308,2.3537220172897833e-08
cy0,max,6,-29.088642240367363,9.177053428288673e-08
cy0,max,7,3.257964616969611,1.0796367799770223e-08
cy0,max,8,-31.730170037791154,3.9298125642517334e-08
cy0,max,9,-4.19824588828694,-2.2276270605914306e-08
cy0,max,10,-16.96154179548836,-1.5014478549346677e-09
cy0,max,11,-4.907929960938558,-2.965883094674382e-08
cy0,max,12,-28.08711619574964,2.2293207280199567e-08
cy0,max,13,-3.9914944144550817,2.7405031133298507e-08
cy0,max,14,-30.9716719135817,4.366781070075376e-08
cy0,max,15,18.92723067692858,3.814880855657066e-08
cy0,max,16,-39.4254082866867,4.409613296729731e-08
cy0,max,17,-0.7478657725347486,-5.204603548136788e-08
cy0,max,18,-31.00185401266518,4.033072862341669e-07
cy0,max,19,-2.7029508427888325,4.846082672926855e-07
cy0,max,20,-34.38793983067756,-1.9045778287818393e-08
cy0,max,21,-3.3501097247370253,2.1345156753227457e-09
cy0,max,22,-36.72013349693738,2.1572867581198807e-07
cy0,max,23,-3.2085836053819077,-7.589593140622242e-07
cy0,max,24,-39.034497771699094,-2.1369265823523165e-07
cy0,max,25,-2.8389575908741214,-1.6303895424840675e-06
cy0,max,26,-40.98382522495516,1.9462120803837024e-08
cy0,max,27,-2.1067232498981943,-4.877140336034813e-07
cy0,max,28,-42.65243581131797,1.9686194718815386e-07
cy0,max,29,-1.0664119265879082,-9.235834710352719e-07
cy0,max,30,-44.04086369131187,-1.4248699642394058e-07
cy0,max,31,0.26648736255543204,-7.166746929243573e-08
cy0,max,32,-44.11378916290604,-1.2843156866892969e-06
cy0,max,33,2.0585712007383568,-1.5017304666464781e-06
cy0,max,34,-45.236572318939935,4.719079740311827e-07
cy0,max,35,127.97134617096569,3.69607420225293e-08
cy0,max,36,-79.53207895612762,9.555311919484666e-08
cy0,max,37,24.47845933872383,8.755663039039518e-07
cy0,max,38,-23.614153846719134,-4.121163676984452e-07
cy0,max,39,15.805654080556856,-4.837643992061658e-07
cy0,max,40,-30.09944411576861,-6.142079662652122e-07
