parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.2020484027216,2.0327436800471332e-07
cy0,min,2,17.603711295040682,2.478000737937691e-07
cy0,min,3,-17.52160659377633,8.72467218471229e-08
cy0,min,4,-32.88189627637329,1.2488285960898793e-08
cy0,min,5,-9.477269957210778,6.861975343497306e-08
cy0,min,6,-28.22099341286879,-1.9358090597165756e-07
cy0,min,7,3.941206820108784,-8.84316841975874e-09
cy0,min,8,-30.929639276798955,-1.8902531806475054e-07
cy0,min,9,-3.610250999773325,-1.0927286275830284e-07
cy0,min,10,-16.347933523414124,-3.9338349466788713e-08
cy0,min,11,-4.473232055455762,-8.817424212992364e-08
cy0,min,12,-27.57513356924126,-8.060607115112361e-08
cy0,min,13,-3.6622720295927595,-4.824020027882625e-08
cy0,min,14,-30.502871080713376,1.0612296819090261e-08
cy0,min,15,19.25482619497496,1.582343145400955e-10
cy0,min,16,-38.781058535634116,-2.2490450390932892e-07
cy0,min,17,-0.2825010520227099,2.6282364917751266e-07
cy0,min,18,-30.48653498415053,-3.2531843885408307e-10
cy0,min,19,-2.3930845837443946,7.950103597664793e-08
cy0,min,20,-33.90036773538695,-7.228707943340851e-08
cy0,min,21,-3.0116706140075,-2.4773281204204523e-09
cy0,min,22,-36.16980055826951,-7.639631149913839e-08
cy0,min,23,-2.811164393468128,2.6962608536962307e-06
cy0,min,24,-38.40673398865612,5.687492645733982e-07
cy0,min,25,-2.3784508413121053,1.5668624442355394e-07
cy0,min,26,-40.28451902599721,-6.472822207115314e-07
cy0,min,27,-1.5934036466166157,1.4018334999477133e-06
cy0,min,28,-41.89300160600318,7.153721952590786e-07
cy0,min,29,-0.5112654194722405,-7.193926628845659e-07
cy0,min,30,-43.23112361895348,3.29929719100619e-08
cy0,min,31,0.8548971714163118,-3.0208215551219553e-07
cy0,min,32,-43.29222742008086,1.250379440875804e-06
cy0,min,33,2.644848071451095,-3.2563223451020917e-07
