parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.18924599959252,-1.5285678500731592e-08
cy0,min,2,17.59619218667317,1.5260191688071245e-07
cy0,min,3,-17.68490929383023,-6.546964925746579e-08
cy0,min,4,-33.41731522809335,-5.903108046823036e-08
cy0,min,5,-10.066309100052655,8.159927489259644e-08
cy0,min,6,-28.83783328915417,-2.159734791007395e-08
cy0,min,7,3.4552226787414853,5.4935260784816364e-09
cy0,min,8,-31.432727306696755,4.479701942727843e-09
cy0,min,9,-3.9759937173947693,-9.776335252453805e-08
cy0,min,10,-16.66741583751372,1.2212449718163043e-08
cy0,min,11,-4.679067032154201,1.0789034199376601e-07
cy0,min,12,-27.789962832704703,2.677958939045766e-07
cy0,min,13,-3.7702585637513737,7.301208304610896e-08
cy0,min,14,-30.66411753108588,-3.281776628227817e-08
cy0,min,15,19.15925383572818,-5.774477784825649e-09
cy0,min,16,-39.05532286843454,5.119511854445591e-07
cy0,min,17,-0.4840030828085305,1.0606060446560761e-07
cy0,min,18,-30.66320958033469,1.2087437539776147e-07
cy0,min,19,-2.4547487184820715,4.0618645646972595e-07
cy0,min,20,-34.041264819679135,3.660243663716756e-08
cy0,min,21,-3.091993442673794,1.1562482304938726e-07
cy0,min,22,-36.35757221610166,1.3567771617317703e-07
cy0,min,23,-2.9382783042641876,-5.31523749458529e-08
cy0,min,24,-38.64751245925076,1.4256286817726505e-07
cy0,min,25,-2.5499424977601715,2.580445452871061e-07
cy0,min,26,-40.570661573168884,4.324167832692183e-07
cy0,min,27,-1.7984231849742318,5.955893283005054e-07
cy0,min,28,-42.21286572201834,3.136854331842187e-07
cy0,min,29,-0.7390278525743078,1.8028616599607972e-08
cy0,min,30,-43.57531307389065,9.205439397419468e-07
cy0,min,31,0.6122859036616065,1.1912890640619622e-07
cy0,min,32,-43.64186399417377,1.1847847432022718e-06
cy0,min,33,2.4087700701486723,-4.612203361453737e-07
cy0,min,34,-44.742498639138915,3.4782057412030554e-07
cy0,min,35,128.33733004696842,5.910698064326425e-07
cy0,min,36,-78.79102731308068,9.209728091263969e-08
cy0,min,37,24.944463755947027,1.877925370763478e-07
cy0,min,38,-23.139771439160985,-2.645667649403549e-07
cy0,min,39,16.110494300120596,2.084830441617669e-08
cy0,min,40,-29.693718175041177,3.733692821583645e-08
cy0,min,41,13.532455880702727,-1.0552797391483182e-07
cy0,min,42,-32.19523178855895,-1.8721429739798623e-08
cy0,min,43,13.64421228240869,-4.30207276025385e-07
cy0,min,44,-32.67207756880733,-5.568315728510242e-07
cy0,min,45,14.993601615280118,1.1772785057928559e-07
cy0,min,46,-32.114619157729294,2.2838412405690178e-07
cy0,min,47,16.88106563334403,6.643253414040373e-08
cy0,min,48,-30.994405450090678,5.0614861635267516e-08
cy0,min,49,18.965593571204668,2.6271983699643897e-08
cy0,min,50,-29.546648918976864,5.227772383875617e-07
cy0,min,total,-839.2462158122695,6.224055027814757e-06
cy0,max,1,-224.18924619283246,-2.0852561988249363e-07
cy0,max,2,17.596192053656644,1.9585389310350365e-08
cy0,max,3,-17.684909373017597,-1.44657015255234e-07
cy0,max,4,-33.41731518041623,-1.1353961326676654e-08
cy0,max,5,-10.06630909328727,8.836465958950157e-08
cy0,max,6,-28.837833279165157,-1.160833562607877e-08
cy0,max,7,3.455222702436243,2.918828378994931e-08
cy0,max,8,-31.432727291197235,1.9979221832500116e-08
cy0,max,9,-3.9759935729708307,4.6660586061619824e-08
cy0,max,10,-16.667415955648977,-1.0592280830223899e-07
cy0,max,11,-4.679067117102834,2.2941708976986774e-08
cy0,max,12,-27.789963036429977,6.407061903246358e-08
cy0,max,13,-3.7702585466454783,9.011797841296243e-08
cy0,max,14,-30.664117477168954,2.1099157976323113e-08
cy0,max,15,19.159253856876422,1.5373764483683772e-08
cy0,max,16,-39.05532301427464,3.6611108100714773e-07
cy0,max,17,-0.48400309179107426,9.707806070125002e-08
cy0,max,18,-30.663209832661348,-1.3145228194844094e-07
cy0,max,19,-2.454748709124388,4.1554413998667883e-07
cy0,max,20,-34.04126590210419,-1.0458226213927446e-06
