parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.2308329627049,9.531981959298719e-08
cy0,min,2,17.601539016412882,1.248793779495827e-07
cy0,min,3,-17.549866995146203,1.7787898443089034e-07
cy0,min,4,-32.92815688910124,-7.451055950014052e-08
cy0,min,5,-9.608766142701366,-9.171105830318993e-08
cy0,min,6,-28.249668902473104,7.229477461123679e-09
cy0,min,7,3.9177471456925375,-5.567519201221671e-08
cy0,min,8,-30.813654154573687,-6.413126030224703e-08
cy0,min,9,-3.518832464282235,3.703823425738051e-08
cy0,min,10,-16.118277240081493,6.286573750458047e-08
cy0,min,11,-4.269270748657463,-6.817502917755291e-08
cy0,min,12,-27.275220926075786,-6.641851868494086e-08
cy0,min,13,-3.4083722731044577,-6.871355751059127e-08
cy0,min,14,-30.154923017333864,-3.027787798259851e-08
cy0,min,15,19.53019756168222,-1.0397635819003881e-07
cy0,min,16,-38.41625333521969,-6.168425414898593e-08
cy0,min,17,-0.03166252403719305,-3.4669110249296864e-08
cy0,min,18,-30.10609279083585,4.064998790909158e-07
cy0,min,19,-2.0747602543097687,1.3758084138615345e-07
cy0,min,20,-33.48625514287893,-8.057275380224382e-08
cy0,min,21,-2.6928810207911007,-5.215672027603091e-08
cy0,min,22,-35.76451297156546,-4.4148450228931324e-08
cy0,min,23,-2.506430977204421,3.5846006829487465e-07
cy0,min,24,-38.000980784684614,3.13951176167393e-09
cy0,min,25,-2.0761960746653663,5.505035005626269e-07
cy0,min,26,-39.8705276087248,2.1099783964473318e-07
cy0,min,27,-1.2855536761094228,-4.950947518622684e-08
cy0,min,28,-41.46278909725603,1.8692542624876296e-07
cy0,min,29,-0.19111589450063166,7.588812427905545e-07
cy0,min,30,-42.77927601323172,-2.5377979540053275e-07
cy0,min,31,1.1913883114117951,-1.169678680579267e-07
cy0,min,32,-42.8357446841283,2.138189927336498e-07
cy0,min,33,2.991020035629396,-6.891684734000592e-08
cy0,min,34,-43.90303826192097,3.309259568595735e-07
cy0,min,35,128.943520966014,5.670530924817285e-07
cy0,min,36,-77.40799436540091,3.1078086237812386e-07
cy0,min,37,25.846493312101266,-8.974445364628991e-08
cy0,min,38,-22.388371322284584,4.240962638846213e-07
cy0,min,39,16.472041396289722,2.015256583831615e-08
cy0,min,40,-29.168370073157618,2.969070322933476e-09
cy0,min,41,13.82964018142301,1.5895713545432955e-07
cy0,min,42,-31.645896577565377,-1.4709222639908148e-07
cy0,min,43,13.99013075114245,2.3293806705737552e-07
cy0,min,44,-32.06107164543493,4.861437901126919e-07
cy0,min,45,15.389766381205453,1.7341299951567635e-08
cy0,min,46,-31.45802903529398,7.389855127826195e-07
cy0,min,47,17.306808708172305,1.5909572681493955e-07
cy0,min,48,-30.314428685789117,2.0922258414657335e-07
cy0,min,49,19.401772795645147,3.008949747140832e-07
cy0,min,50,-28.860947967025485,-2.41175968085372e-08
cy0,min,total,-812.50295693743,5.644626753564808e-06
cy0,max,1,-224.23083320356258,-1.4553785376847372e-07
