parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.34552819347573,2.3150144556893792e-07
cy0,min,2,17.65855905863643,2.8350687131251107e-08
cy0,min,3,-16.424284862717617,6.65785897524529e-08
cy0,min,4,-29.45860591840551,6.731201906973183e-08
cy0,min,5,-6.4381104822343564,-2.913221566203106e-07
cy0,min,6,-25.09295845995002,-1.8197376405737486e-07
cy0,min,7,6.00484453850726,-8.091515191210874e-08
cy0,min,8,-28.35423379772384,-1.38537721738885e-07
cy0,min,9,-2.026396575048755,-6.27387977125693e-08
cy0,min,10,-14.613007745467547,-1.0411951834043975e-07
cy0,min,11,-3.4339344175577753,1.055900126001319e-06
cy0,min,12,-26.063838845355185,-1.4147459026503384e-07
cy0,min,13,-2.9082939681111175,-5.464389407627834e-07
cy0,min,14,-28.998746489546463,1.0640162351194249e-06
cy0,min,15,20.16244173185598,3.107878470132164e-07
cy0,min,16,-36.34026881686118,1.4669205441464328e-06
cy0,min,17,1.2163618588870744,9.274170320594521e-09
cy0,min,18,-28.870122981404258,4.1910765347097367e-07
cy0,min,19,-1.653027252974639,6.86527150461913e-07
cy0,min,20,-32.23562798828759,-3.3442204738776127e-07
cy0,min,21,-1.9966240207944332,6.83012174151898e-07
cy0,min,22,-34.151366457484045,8.019001214165655e-07
cy0,min,23,-1.535329807642833,-2.1683907514002954e-07
cy0,min,24,-36.08532156809217,3.031898359040497e-07
cy0,min,25,-0.8886473131902741,7.455549460022581e-07
cy0,min,26,-37.72052546135618,1.1244541084920456e-06
cy0,min,27,0.04815220966858569,-4.883934779931209e-07
cy0,min,28,-39.13891830024415,-2.79954583959352e-07
cy0,min,29,1.2402727944901784,-4.5977856699686015e-07
cy0,min,30,-40.31952019615598,-3.421164507244612e-07
cy0,min,31,2.6908432983867776,1.9761460601230851e-07
cy0,min,32,-40.36736591327259,6.768765814513245e-08
cy0,min,33,4.4291768044259,3.286207421737686e-07
cy0,min,34,-41.36612757243583,-3.628914129194527e-07
cy0,min,35,130.44613802445275,-1.7460871504226816e-07
cy0,min,36,-71.24553538923111,-1.6671245361976617e-07
cy0,min,37,29.546527257982397,2.516186938805731e-07
cy0,min,38,-21.817535195604815,1.91061445775631e-07
cy0,min,39,14.985604541435745,-4.2817790202320793e-07
cy0,min,40,-29.482624818759536,1.3903096984790864e-07
cy0,min,41,13.12735862503012,-2.146800781588354e-08
cy0,min,42,-30.761933753224334,-3.5470290882244626e-07
cy0,min,43,14.344039745587322,7.98165391557859e-08
cy0,min,44,-30.346866426741247,-1.5690517685129635e-07
cy0,min,45,16.30359397632801,1.0257009819270024e-07
cy0,min,46,-29.364265913685514,3.737570111184141e-07
cy0,min,47,18.432691007494697,8.119806551576403e-07
cy0,min,48,-28.099523385679593,1.562443152636206e-07
cy0,min,49,20.56221024873571,3.393634777637544e-07
cy0,min,50,-26.65124709652499,2.322132317544856e-07
cy0,min,total,-737.3974496633364,7.0014756374803255e-06
cy0,max,1,-224.34552836005565,6.492152238024573e-08
cy0,max,2,17.658558838727398,-1.9155834607431643e-07
cy0,max,3,-16.424284707247157,2.220490493698435e-07
cy0,max,4,-29.458605963960494,2.1757035284508675e-08
cy0,max,5,-6.43811044069221,-2.4978001000874883e-07
cy0,max,6,-25.092958343051343,-6.507508842901188e-08
cy0,max,7,6.004844457374802,-1.620476099972734e-07
cy0,max,8,-28.35423365450004,4.686079080329364e-09
cy0,max,9,-2.026396292768019,2.1954193840656444e-07
cy0,max,10,-14.613007695091863,-5.3743834271813284e-08
cy0,max,11,-3.4339344099949445,1.0634629568073706e-06
cy0,max,12,-26.063839004663496,-3.007829008083718e-07
cy0,max,13,-2.908294374990257,-9.533180800325169e-07
cy0,max,14,-28.99874642844729,1.1251154070635039e-06
cy0,max,15,20.162441830231028,4.0916289378856163e-07
cy0,max,16,-36.340268810952345,1.472829382009877e-06
cy0,max,17,1.2163621303001655,2.806872614335987e-07
cy0,max,18,-28.87012259812454,8.023873725448993e-07
cy0,max,19,-1.653027094234976,8.452668134317776e-07
cy0,max,20,-32.23562848121484,-8.273492966281992e-07
cy0,max,21,-1.9966243716084686,3.3219813877494175e-07
cy0,max,22,-34.151367356297925,-9.691375879583575e-08
cy0,max,23,-1.5353312824836887,-1.691679930804213e-06
cy0,max,24,-36.08532210625433,-2.3497232604086093e-07
cy0,max,25,-0.8886476612857628,3.974594573463719e-07
cy0,max,26,-37.72052541318012,1.17263017074265e-06
cy0,max,27,0.04815192571818727,-7.723438764095647e-07
cy0,max,28,-39.13891777353715,2.4675241405702764e-07
cy0,max,29,1.240272710570573,-5.436981722617418e-07
cy0,max,30,-40.3195198217192,3.232032952382724e-08
cy0,max,31,2.6908437876587725,6.868866009313024e-07
cy0,max,32,-40.36736547057137,5.103888796043066e-07
cy0,max,33,4.429175234741578,-1.241063579904278e-06
cy0,max,34,-41.36612737702848,-1.674840603982375e-07
cy0,max,35,130.4461378969213,-3.02140165331366e-07
cy0,max,36,-71.24553502328004,1.992386131632884e-07
cy0,max,37,29.546526772671335,-2.336923685675174e-07
cy0,max,38,-21.81753639993432,-1.0132680579033604e-06
cy0,max,39,14.985604151288051,-8.183255957305846e-07
cy0,max,40,-29.48262542472102,-4.669305155857728e-07
cy0,max,41,13.127358520533376,-1.259647515183815e-07
cy0,max,42,-30.761934079963186,-6.814417616851642e-07
cy0,max,43,14.344039191880123,-4.738906600465498e-07
