parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.17556411951742,1.4567308426194359e-07
cy0,min,2,17.584197285752,-2.2310301872607852e-07
cy0,min,3,-17.902277932230458,2.7732570728744577e-07
cy0,min,4,-34.146417406335495,2.3335957166636945e-08
cy0,min,5,-10.92299856897726,-3.616437460607358e-08
cy0,min,6,-29.772394451268173,3.040939233756035e-08
cy0,min,7,2.6691987277179208,1.5189920432590043e-08
cy0,min,8,-32.239657064477925,2.7451150685919856e-08
cy0,min,9,-4.600427716666253,-2.6908496764121992e-08
cy0,min,10,-17.212900131890628,1.0553775098287588e-07
cy0,min,11,-5.0535764444407745,8.888593772127251e-08
cy0,min,12,-28.150254871023332,-6.284007980639217e-09
cy0,min,13,-3.97048029883171,-1.6618972864534953e-08
cy0,min,14,-30.908377758996707,-3.750989563400253e-08
cy0,min,15,19.014943546199735,-4.2967361224555134e-08
cy0,min,16,-39.418595068224136,-5.2622304735905345e-08
cy0,min,17,-0.7593207362414041,-3.524649327957263e-08
cy0,min,18,-30.900924527481102,-2.244744834456469e-08
cy0,min,19,-2.529733679159162,-1.091104921968622e-07
cy0,min,20,-34.201870927997874,1.2588351694375888e-08
cy0,min,21,-3.1676089080210414,-3.1442845216389514e-08
cy0,min,22,-36.5653903129214,2.1912747172336822e-07
cy0,min,23,-3.0698063236546167,5.836722416496798e-07
cy0,min,24,-38.92387446975927,-1.8249262012659528e-07
cy0,min,25,-2.742297375387276,-2.3775573954054607e-07
cy0,min,26,-40.91118180335062,5.787670431800507e-08
cy0,min,27,-2.040589405004181,5.68546153267846e-07
cy0,min,28,-42.602918799525064,-3.692742467364951e-08
cy0,min,29,-1.015790883638691,-1.44694696668779e-07
cy0,min,30,-44.00051103826564,3.461513671254579e-07
cy0,min,31,0.31383153111605,3.143931093241292e-08
cy0,min,32,-44.07687415859787,2.605984121828442e-07
cy0,min,33,2.1175257828888028,6.153395029073749e-07
cy0,min,34,-45.17869573498291,7.096508625181741e-08
cy0,min,35,128.04444436910725,-4.551898769022955e-08
cy0,min,36,-79.89712461845241,8.146361949457059e-07
cy0,min,37,24.017358719622123,2.3543315919027918e-07
cy0,min,38,-23.43400383119376,2.586045511066004e-07
cy0,min,39,16.388359687267155,6.002944346050754e-07
cy0,min,40,-29.391680193729744,-9.961447489104103e-08
cy0,min,41,13.965630662677713,3.3429490287062436e-07
cy0,min,42,-31.973644646638952,2.038740731791222e-07
cy0,min,43,13.899982206428238,4.3946945105233226e-07
cy0,min,44,-32.65734682268971,-2.9149872204925487e-07
cy0,min,45,15.057572455190224,-1.0336616185213643e-07
cy0,min,46,-32.265367425623424,2.0912488452040634e-07
cy0,min,47,16.815717974044585,-3.790898617239691e-08
cy0,min,48,-31.243741742997255,-2.0653205723419887e-07
cy0,min,49,18.831994206800793,-7.784094790963536e-08
cy0,min,50,-29.84159956037362,-1.702519547563952e-07
cy0,min,total,-853.1450626037547,4.301016701901972e-06
cy0,max,1,-224.17556427749835,-1.2307850738579873e-08
cy0,max,2,17.584197261190834,-2.476641860482687e-07
cy0,max,3,-17.90227832416491,-1.1460874560498269e-07
cy0,max,4,-34.14641728621035,1.4346110077667618e-07
cy0,max,5,-10.92299855195603,-1.914314573525644e-08
