parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.13848767692264,-1.4776730949961348e-08
cy0,min,2,17.581913539282407,1.4982621365788873e-08
cy0,min,3,-17.98791095595408,1.4932360770103514e-07
cy0,min,4,-34.477709042923266,1.2745093869170887e-07
cy0,min,5,-11.220714418088127,-7.410503499727383e-08
cy0,min,6,-30.19421847774588,5.571621741751187e-08
cy0,min,7,2.3268246073139993,-8.449941013566331e-08
cy0,min,8,-32.72897858101081,1.8037979998553055e-09
cy0,min,9,-4.974930973676817,-6.383351891514621e-08
cy0,min,10,-17.68693922443425,-3.180293361992881e-09
cy0,min,11,-5.425056001695646,6.503232086174648e-08
cy0,min,12,-28.61774629443668,-4.895577632169079e-08
cy0,min,13,-4.32048045403652,1.0833060670734085e-08
cy0,min,14,-31.38296894288542,1.4146152693683689e-08
cy0,min,15,18.653872358358644,1.6444914052726745e-07
cy0,min,16,-39.9879548442417,-5.517583190339792e-08
cy0,min,17,-1.174270444058056,-5.962204063791887e-10
cy0,min,18,-31.422458484900016,5.735317927246797e-07
cy0,min,19,-2.9135394290078183,2.501741178662087e-07
cy0,min,20,-34.730219585291216,7.164270243720239e-08
cy0,min,21,-3.5651686491738763,3.190736488356549e-07
cy0,min,22,-37.119221163723246,-7.562243808934e-08
cy0,min,23,-3.488987084328517,4.986850976607116e-07
cy0,min,24,-39.51828199747675,8.293911548662436e-07
cy0,min,25,-3.194097017867093,5.004801360009026e-07
cy0,min,26,-41.54942190598324,4.4731805814990366e-08
cy0,min,27,-2.5258813292077034,3.548863247715417e-07
cy0,min,28,-43.284894430832054,8.109021365498847e-07
cy0,min,29,-1.5336374232373495,6.566768351312646e-08
cy0,min,30,-44.724881037635114,-5.180846329722044e-08
cy0,min,31,-0.23487795184353527,7.323190825414549e-07
cy0,min,32,-44.81369449607948,2.582424230013203e-07
cy0,min,33,1.5601787428837286,2.8467774382257005e-07
cy0,min,34,-45.94999447142548,-1.5445267109726046e-07
cy0,min,35,127.46164931286187,-2.9163913950469578e-08
cy0,min,36,-81.05825284083511,-9.0223295501346e-10
cy0,min,37,23.24903477229406,1.9260529171560847e-07
cy0,min,38,-24.188398885961146,4.656741481312565e-08
cy0,min,39,15.91019481433597,-1.9983753141161742e-07
cy0,min,40,-30.005360181199237,-7.63317231644578e-08
cy0,min,41,13.555440579898175,5.87481610025975e-07
cy0,min,42,-32.57043608064699,2.3744073018860945e-07
cy0,min,43,13.488933226710726,6.883714451788592e-07
cy0,min,44,-33.271374787506105,2.7228921339883527e-09
cy0,min,45,14.630746916653774,4.847841736932423e-07
cy0,min,46,-32.89923468263112,5.82993216369232e-07
cy0,min,47,16.3758417863101,-5.238977962562785e-08
cy0,min,48,-31.89064450155208,-2.235431146857536e-07
cy0,min,49,18.386293968007465,-1.1116230425045615e-07
cy0,min,50,-30.492971849975447,-2.3580509989074017e-07
cy0,min,total,-878.0833719755187,7.464968462045363e-06
cy0,max,1,-224.1384878924329,-2.3028698592497676e-07
cy0,max,2,17.581913523786746,-5.130402769282227e-10
cy0,max,3,-17.98791114295451,-3.7676819886200974e-08
cy0,max,4,-34.47770905472192,1.1565228419385676e-07
cy0,max,5,-11.220714383696949,-3.971385709178321e-08
cy0,max,6,-30.19421841655135,1.1691074774944354e-07
cy0,max,7,2.326824632848376,-5.8965033300495406e-08
cy0,max,8,-32.72897857309313,9.721475180413108e-09
cy0,max,9,-4.9749309430602455,-3.3216947414871356e-08
cy0,max,10,-17.686939210086283,1.116767478492875e-08
cy0,max,11,-5.4250561353467255,-6.8618758675143e-08
cy0,max,12,-28.617746356158403,-1.1067749738913335e-07
cy0,max,13,-4.3204804553255265,9.54405443565065e-09
cy0,max,14,-31.382968930871726,2.6159845845086238e-08
cy0,max,15,18.653872390398416,1.964889122518798e-07
cy0,max,16,-39.98795480776919,-1.8703325110891456e-08
cy0,max,17,-1.174270388905283,5.455655260888648e-08
cy0,max,18,-31.422458450656826,6.077749823418799e-07
cy0,max,19,-2.913539401142022,2.7803991420327634e-07
cy0,max,20,-34.73021951752253,1.3941139087592092e-07
cy0,max,21,-3.565168607468911,3.6077861409467005e-07
cy0,max,22,-37.11922159894415,-5.108433427380987e-07
cy0,max,23,-3.488987519377133,6.363648141771705e-08
cy0,max,24,-39.51828265256959,1.7429831444815136e-07
cy0,max,25,-3.1940978153279875,-2.9698075865169926e-07
cy0,max,26,-41.54942161891641,3.3179863123677933e-07
cy0,max,27,-2.525883030695165,-1.3466011368201691e-06
cy0,max,28,-43.28489614845041,-9.06716216775294e-07
cy0,max,29,-1.5336373180771186,1.708279144807534e-07
cy0,max,30,-44.724882211711325,-1.2258846737722706e-06
cy0,max,31,-0.23487875853011397,-7.436749616118732e-08
cy0,max,32,-44.81369452561672,2.2870518279205498e-07
cy0,max,33,1.560177674900248,-7.833057367179208e-07
cy0,max,34,-45.949994369337446,-5.236464062363666e-08
cy0,max,35,127.46164952596546,1.8393967593510752e-07
cy0,max,36,-81.05825278941232,5.052055485066376e-08
cy0,max,37,23.249034779795945,2.0010717705076786e-07
cy0,max,38,-24.188399432873734,-5.003451732932263e-07
cy0,max,39,15.910194992134954,-2.2038546987346308e-08
cy0,max,40,-30.005360660096965,-5.552294517485734e-07
cy0,max,41,13.555440895891984,9.034754189229943e-07
cy0,max,42,-32.57043735369092,-1.0356031978631108e-06
cy0,max,43,13.488932040589267,-4.977500136504887e-07
cy0,max,44,-33.27137448033366,3.098953342828281e-07
cy0,max,45,14.630746500696146,6.8826546240075e-08
cy0,max,46,-32.899235865228846,-5.99604511819507e-07
cy0,max,47,16.37584131035373,-5.283461490535046e-07
cy0,max,48,-31.8906445520334,-2.740244333665487e-07
cy0,max,49,18.386294279704412,2.0053464311331481e-07
cy0,max,50,-30.492972036361202,-4.221908547208386e-07
cy0,max,total,-878.0833848582832,-5.417796046458534e-06
clay,min,1,-224.3021668883469,-0.16367922620099762
clay,min,2,17.59740490867032,0.015491384370534433
clay,min,3,-17.57182037512627,0.41609073015142073
clay,min,4,-32.90337157460239,1.5743375957718158
clay,min,5,-9.79588470590565,1.4248296380774423
clay,min,6,-28.22135318309581,1.9728653503662876
clay,min,7,3.908537464836248,1.5817127730228386
clay,min,8,-30.50190035687459,2.2270782259400157
clay,min,9,-3.2984791476267756,1.6764517622165225
clay,min,10,-15.586740811293957,2.100198409960001
clay,min,11,-3.8137559299174923,1.6113001368104745
clay,min,12,-26.584691857973592,2.0330543875073133
clay,min,13,-2.8387346531464277,1.4817458117231532
clay,min,14,-29.342265871383706,2.0407030856478663
clay,min,15,20.16966227384226,1.5157900799327564
clay,min,16,-37.51635202994778,2.4716027591180847
clay,min,17,0.5873000245292417,1.7615704679910773
clay,min,18,-29.196696562772694,2.225762495659115
clay,min,19,-1.3293677808827216,1.5841718982992146
clay,min,20,-32.49104074086526,2.23917891606866
clay,min,21,-1.9253353536827547,1.6398336145647705
clay,min,22,-34.76599332286745,2.353227765233356
clay,min,23,-1.7523814966927307,1.7366060863208839
clay,min,24,-36.98376450042244,2.5345183264454647
clay,min,25,-1.3144949639307049,1.879602554416524
clay,min,26,-38.822418618099476,2.727003332615567
clay,min,27,-0.5028577355984392,2.023023948495589
clay,min,28,-40.36931164316652,2.9155835985676717
clay,min,29,0.6254435237731544,2.1590810126781874
clay,min,30,-41.629482762106804,3.0953982237198474
clay,min,31,2.0503712867606865,2.2852499709233043
clay,min,32,-41.67343465622962,3.140260098092284
clay,min,33,3.871910613584816,2.3117321553788313
clay,min,34,-42.668089097904215,3.281905219068591
clay,min,35,129.87373630515708,2.4120869631313013
clay,min,36,-75.96001828513883,5.098234554794047
clay,min,37,26.543234805173814,3.2942002254850458
clay,min,38,-21.058300147453842,3.1300987850747184
clay,min,39,17.730141043519282,1.8199460293457808
clay,min,40,-27.571568959867825,2.433791144999688
clay,min,41,15.071500769535126,1.516060777118561
clay,min,42,-30.18293313169193,2.3875031863957936
clay,min,43,15.04559215847325,1.5566596201339689
clay,min,44,-30.771513722168947,2.4998610680600493
clay,min,45,16.28679307955,1.6560466476804017
clay,min,46,-30.28854038907856,2.610694876545775
clay,min,47,18.10536784145528,1.7295260027553994
clay,min,48,-29.211931863274362,2.678712414734605
clay,min,49,20.14688452676598,1.7605904475962113
clay,min,50,-27.79244855453485,2.700523059635497
clay,min,total,-772.9255610480458,105.15781839244141
clay,max,1,-224.09757160820757,0.0409160539383322
clay,max,2,17.577097246380948,-0.004816277918838097
clay,max,3,-18.119498682256207,-0.13158757697851797
clay,max,4,-34.97109731863475,-0.4933881482605429
clay,max,5,-11.720061466523719,-0.49934712254062674
clay,max,6,-30.85103038436719,-0.6568118509050898
clay,max,7,1.7725702962191332,-0.5542543955942763
