parameter,direction,year,emissions_diff,effect_vs_baseline
cy0,min,1,-224.19160096867324,5.751343223892036e-08
cy0,min,2,17.594544453709236,6.193803514520368e-08
cy0,min,3,-17.713839967129875,9.250961596762863e-08
cy0,min,4,-33.507252365236276,-7.209659713680594e-08
cy0,min,5,-10.18154716675761,7.196916484986104e-08
cy0,min,6,-28.94680619180792,-9.274203804920944e-08
cy0,min,7,3.36483798875893,-4.280863663552736e-09
cy0,min,8,-31.50591502537614,-1.2324303355626398e-08
cy0,min,9,-4.0312800361485825,1.138228622465931e-08
cy0,min,10,-16.694557152478616,1.9177196719510903e-08
cy0,min,11,-4.690298577600597,-1.295798313094565e-08
cy0,min,12,-27.786660214599284,-3.678842475096644e-08
cy0,min,13,-3.755211596083534,-1.31947568871027e-07
cy0,min,14,-30.641626661090132,4.0414796487198146e-07
cy0,min,15,19.182919202038985,-2.206060756293482e-08
cy0,min,16,-39.04486333955962,2.2771479990524313e-07
cy0,min,17,-0.47906556741658546,2.291536571608077e-08
cy0,min,18,-30.63608877689384,-4.065237391159826e-08
cy0,min,19,-2.4176841073654365,-1.5899959526777252e-07
cy0,min,20,-34.001146708077556,5.976945800512112e-07
cy0,min,21,-3.055381881783182,7.808601587555586e-08
cy0,min,22,-36.324403105784356,5.749186868797551e-07
cy0,min,23,-2.9101747296517324,3.5142823273659474e-07
cy0,min,24,-38.62219055828258,8.999872136428166e-08
cy0,min,25,-2.529100338325256,3.4049120234413977e-07
cy0,min,26,-40.551422410993105,-1.7795994011748917e-07
cy0,min,27,-1.7823172921956159,2.9099084408734655e-07
cy0,min,28,-42.19683926658676,-1.6488170473394348e-07
cy0,min,29,-0.7249415664377563,3.739232133925796e-07
cy0,min,30,-43.560090572168626,4.455526294577794e-07
cy0,min,31,0.6263762870331464,7.405154198725228e-07
cy0,min,32,-43.6268806818369,1.875366848480553e-07
cy0,min,33,2.4252563418762696,5.588973088777038e-07
cy0,min,34,-44.72356122313978,4.856249020690484e-07
cy0,min,35,128.3561570994833,4.736559446882893e-07
cy0,min,36,-78.84491066230078,7.41271293236423e-08
cy0,min,37,24.872032970402536,7.126674290702795e-07
cy0,min,38,-23.091525430659075,7.587345045578786e-07
cy0,min,39,16.223348998429103,-8.052790434476265e-09
cy0,min,40,-29.56205257700345,5.452627718227632e-07
cy0,min,41,13.656020350975876,-2.4529690278995986e-07
cy0,min,42,-32.08773246780668,-1.959822881758555e-07
cy0,min,43,13.730612145231069,-2.3054398390343067e-07
cy0,min,44,-32.60261395483559,1.2550103889452657e-07
cy0,min,45,15.046259483774952,-1.522263168851623e-07
cy0,min,46,-32.072350470323705,2.211614003044815e-07
cy0,min,47,16.912855200175578,-3.828242967074402e-08
cy0,min,48,-30.96709691341377,-1.5163150379748913e-07
cy0,min,49,18.98699741478354,-1.5727966484746503e-07
cy0,min,50,-29.525883588328547,-8.510667726113752e-08
cy0,min,total,-838.6086961774795,6.803942028454912e-06
cy0,max,1,-224.19160115700586,-1.308191883708787e-07
cy0,max,2,17.59454417517914,-2.1659205984292385e-07
cy0,max,3,-17.713840111848597,-5.220910637149245e-08
cy0,max,4,-33.507252402648,-1.0950832063372218e-07
cy0,max,5,-10.181547041754364,1.969724117145688e-07
cy0,max,6,-28.94680609599341,3.0724720545549644e-09
cy0,max,7,3.3648381434408,1.5040100631580344e-07
cy0,max,8,-31.50591487740608,1.3564575596092254e-07
cy0,max,9,-4.031280032288202,1.5242666684400774e-08
cy0,max,10,-16.694557229828202,-5.8172389572064276e-08
cy0,max,11,-4.690298593969671,-2.9327057227135356e-08
cy0,max,12,-27.78666006473913,1.1307172798069587e-07
cy0,max,13,-3.7552116355489558,-1.714129904684114e-07
cy0,max,14,-30.64162661350241,4.517356870792355e-07
cy0,max,15,19.182919191297774,-3.2801818150574036e-08
cy0,max,16,-39.044863352115286,2.151591331767122e-07
cy0,max,17,-0.4790655644500168,2.588193437347286e-08
cy0,max,18,-30.636088742188964,-5.947498493696912e-09
cy0,max,19,-2.4176843002255084,-3.518596671803209e-07
cy0,max,20,-34.00114658754479,7.182273478179013e-07
cy0,max,21,-3.0553820281087525,-6.823955445156571e-08
cy0,max,22,-36.32440294526551,7.354375313184391e-07
cy0,max,23,-2.910175822380268,-7.413003029199672e-07
cy0,max,24,-38.62219137258378,-7.243024739977955e-07
cy0,max,25,-2.529100793435667,-1.1461920879085596e-07
cy0,max,26,-40.551422225516795,7.516369748827856e-09
