temp,rain,evap,temp_std,rain_std,evap_std,base_cover,proj_cover
20.400322580645156,17.85666666666667,153.07333333333335,1.2133304427127862,26.78128120513479,16.27604431029864,0,0
23.619790640394083,10.066666666666665,180.04177777777775,1.3536868050724462,11.784482296159887,15.166980361372131,1,1
27.88150537634409,18.93,250.90888888888892,1.254414697510255,20.531693750781063,25.501632392095182,0,0
31.726999999999997,15.523333333333332,288.0626666666667,1.440146690591433,17.54510803876551,25.558840751027766,1,1
34.057419354838714,14.5,319.01333333333343,1.304861197043647,16.017641136765643,25.403375888125787,0,0
30.459444444444443,212.45000000000007,213.84488888888887,1.893080176399938,123.5354779419452,39.91159356559297,1,1
26.148172043010753,438.3566666666667,122.58977777777778,0.5875066919216616,143.4886915725257,19.66840130540864,0,0
25.710645161290326,372.01,116.69377777777777,0.512405331266169,96.36314701922244,18.11791450055159,1,1
26.084555555555557,260.3566666666667,133.16,0.5634727320781884,123.63763427531038,18.170446806965174,0,0
25.352258064516132,61.199999999999996,162.34044444444447,0.6954006360118219,45.09040726791238,17.43130956217468,1,1
22.765666666666668,12.506666666666664,151.71688888888886,0.8412730501018005,21.306400743524897,13.935055795566186,0,0
20.40602150537634,7.576666666666666,144.2231111111111,1.0046055390860593,15.618704156882856,15.749800045761893,1,1
