temp,rain,evap,temp_std,rain_std,evap_std,base_cover,proj_cover
21.491827956989248,5.203333333333333,161.75377777777774,1.0789840746813002,10.186146214964896,12.73669582290921,0,0
24.348054187192112,5.503333333333331,188.23422222222217,1.1796214802555534,8.468012156643226,11.187448184629966,1,1
28.34129032258065,11.656666666666666,266.7911111111111,1.2513624280638296,23.25132081281039,21.789347274793666,0,0
32.49133333333334,2.916666666666667,318.91999999999996,1.0953932095484729,5.097401862432119,24.00212327772442,1,1
34.09322580645162,4.133333333333335,363.32,1.113752750836581,10.644743994697278,25.749426210919168,0,0
30.815333333333335,131.94666666666666,242.7608888888889,1.3816184079865752,73.12985018790718,38.61960750025586,1,1
27.113870967741935,270.8966666666667,149.0831111111111,0.7865482278609236,108.28316481156801,22.534740807116773,0,0
26.13204301075268,221.24333333333328,135.72088888888885,0.5923101737040213,83.88142979448916,17.56586586613582,1,1
26.336333333333332,170.60333333333335,146.39111111111112,0.6310541870340296,81.61812460702473,17.645817524770475,0,0
26.24086021505376,50.14666666666667,177.1911111111111,1.0317035959877447,40.89864455500673,19.857601367138837,1,1
24.08122222222222,17.790000000000003,158.95644444444446,1.0606610688327447,26.679132359360487,15.017289829348254,0,0
21.711612903225802,8.073333333333332,150.35733333333334,0.8816998740561216,16.257622792111228,15.797053665828725,1,1
