temp,rain,evap,temp_std,rain_std,evap_std,base_cover,proj_cover
24.0447311827957,0.0,268.16666666666663,1.3477096012420795,0.0,8.181971584149595,1,1
26.99832922824302,0.0,284.764,1.757450148233076,0.0,8.175203438714401,1,1
30.898172043010753,0.2966666666666667,344.14133333333336,1.163247542155675,0.999821823206975,12.308203836702727,1,1
33.285666666666664,5.689999999999999,308.71377777777786,0.8330574945776728,7.3300209342505775,16.860149477649497,1,1
32.44956989247312,21.433333333333337,274.2582222222222,1.1796532006413138,14.473670109436014,16.539922114400873,1,1
29.834888888888884,58.91,218.89333333333332,0.8994799405622229,28.857191179299146,17.10344098380761,1,1
27.16172043010753,136.6566666666667,182.37955555555556,0.7103504409742485,49.142598161096345,15.208208202497874,1,1
25.653225806451605,212.97,157.7417777777778,0.4924211210007352,71.54228626580178,13.113775499131998,1,1
26.472888888888882,108.27,174.71511111111113,0.524649661128351,35.20103985533029,10.558218521119889,1,1
28.054086021505373,23.613333333333333,217.26311111111102,0.9820553218431499,21.984410359401835,17.908024506108056,1,1
27.046555555555553,0.21,250.5902222222222,1.1267059380128919,0.6551388376151458,10.769070474099301,1,1
24.455913978494625,0.0,255.68088888888892,1.092263292250053,0.0,7.931124145864416,1,1
